BARANGAY,CRIME_TYPE,YEAR,MONTH
SALAYSAY,HOMICIDE,2023,11
BARANGAY 38-D (OB.),PHYSICAL INJURIES,2023, 8 
BARANGAY 32-D,PHYSICAL INJURIES,2023,10
 BARANGAY 11-A  ,PHYSICAL INJURIES, 2023 ,7
TAPAK,PHYSICAL INJURIES, 2023 ,11
LASANG,PHYSICAL INJURIES,2023, 3 
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2023,10
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",PHYSICAL INJURIES,2023,4
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2023,3
" INDANGAN (BRGY UNDER PS 13, DCPO)  ",PHYSICAL INJURIES, 2023 , 3 
MULIG,PHYSICAL INJURIES,2023,12
" TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)  ",PHYSICAL INJURIES,2023,1
BARANGAY 11-A,physical injuries,2023,12
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",PHYSICAL INJURIES, 2023 ,1
BARANGAY 18-B,PHYSICAL INJURIES,2023,1
RIVERSIDE,PHYSICAL INJURIES,2023,1
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",Rape, 2023 ,8
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",RAPE, 2023 ,2
TIBUNGCO,RAPE,2023,9
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",Rape,2023,10
PAQUIBATO (POB.),RAPE,2023,12
BARANGAY 23-C,rape, 2023 ,9
CAWAYAN,rape,2023,11
TORIL (POB.),Rape,2023,7
BARANGAY 23-C,RAPE,2023, 4 
BUHANGIN (POB.),RAPE,2023,10
BARANGAY 13-B,RAPE,2023,11
 CAWAYAN  ,RAPE, 2023 ,6
MARILOG,RAPE,2023,1
BAGO OSHIRO,RAPE,2023,4
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",rape,2023,8
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2023,8
PAMPANGA,RAPE, 2023 ,10
 MULIG  ,rape,2023,7
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",RAPE,2023,7
MALABOG,RAPE,2023,11
DALIAO,RAPE,2023,12
 SALAPAWAN  ,RAPE,2023,12
FATIMA (BENOWANG),RAPE,2023,8
SIRIB,RAPE,2023,9
PAQUIBATO (POB.),RAPE, 2023 ,10
MAHAYAG,RAPE,2023,11
ALFONSO ANGLIONGTO SR,Rape, 2023 ,12
"INDANGAN (BRGY UNDER PS 13, DCPO)",rape,2023,8
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,9
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,5
BARANGAY 22-C,RAPE,2023,2
TAMBOBONG,RAPE,2023,3
76-A BUCANA,RAPE,2023,8
 BARANGAY 3-A (POB.)  ,RAPE,2023, 1 
BARANGAY 38-D (OB.),RAPE,2023,7
BARANGAY 28-C,RAPE,2023,11
PAQUIBATO (POB.),RAPE,2023,8
SALOY,rape,2023, 7 
74-A (MATINA CROSSING),RAPE,2023,7
NEW VALENCIA,RAPE,2023,12
40-D BOLTON ISLA,RAPE,2023,3
GUMITAN,RAPE,2023,8
ULAS ,RAPE,2023,6
BAO JOAQUIN,RAPE,2023,3
 SANTO NINO  ,RAPE,2023, 8 
GUMITAN,RAPE, 2023 ,6
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2023,4
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2023,4
MARILOG,RAPE,2023,8
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,3
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",RAPE,2023,11
CATALUNAN GRANDE,RAPE,2023,12
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2023,5
BAYABAS,RAPE,2023,2
76-A BUCANA,RAPE,2023,5
76-A (BUCANA),RAPE, 2023 ,7
 TORIL (POB.)  ,rape,2023,8
BAGANIHAN,RAPE,2023,6
TACUNAN,RAPE,2023,3
TALOMO RIVER,RAPE,2023,10
BARANGAY 22-C,RAPE,2023,12
MAHAYAG,RAPE,2023,6
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2023,12
TALOMO (POB.),RAPE,2023,10
CARMEN,RAPE,2023,4
 MAGSAYSAY  ,RAPE,2023,2
BARANGAY 14-B,rape,2023,9
BARANGAY 27-C,Rape,2023, 10 
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2023,11
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2023,2
TUGBOK (POB.),RAPE,2023,8
 BAO JOAQUIN  ,rape,2023,9
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",RAPE,2023,12
BARANGAY 27-C,rape,2023,9
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2023,5
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE, 2023 ,7
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2023,7
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,9
MALAGOS,RAPE,2023,10
SAN ISIDRO,RAPE,2023,10
BARANGAY 5-A (POB.),RAPE,2023,2
" MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)  ",RAPE,2023,4
WINES,RAPE,2023,5
SALOY,rape,2023,11
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",RAPE,2023,4
BARANGAY 13-B,RAPE,2023, 4 
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2023,10
FATIMA (BENOWANG),RAPE, 2023 ,8
BAGANIHAN,RAPE,2023,11
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2023,2
BANGKAS HEIGHTS,RAPE,2023,10
PANALUM,RAPE,2023,2
MAHAYAG,RAPE,2023, 12 
CARMEN,RAPE,2023,9
BARANGAY 23-C,RAPE,2023,5
 SALAPAWAN  ,RAPE,2023,8
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023, 7 
BARANGAY 26-C,rape,2023,1
74-A (MATINA CROSSING),RAPE, 2023 , 12 
ULAS ,rape,2023,9
TALOMO (POB.),RAPE,2023,5
TORIL (POB.),RAPE,2023,7
ALAMBRE,RAPE,2023,2
" MAA (BRGY IS NOW UNDER ps 16, DCPO)  ",RAPE,2023,9
 TUNGKALAN  ,RAPE,2023,3
ALAMBRE,RAPE,2023,12
TAMAYONG,RAPE,2023,4
 CALINAN (POB.)  ,RAPE, 2023 ,4
MALAGOS,RAPE,2023,8
DALIAO,RAPE,2023, 12 
CATALUNAN GRANDE,RAPE,2023,10
TUNGKALAN,RAPE,2023,11
SALAPAWAN,RAPE,2023,4
SIRIB,RAPE,2023,8
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2023,9
RIVERSIDE,RAPE,2023,12
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2023,6
 LUBOGAN  ,RAPE,2023,10
TUGBOK (POB.),rape,2023,12
BARANGAY 27-C,RAPE,2023, 6 
ULAS ,Rape,2023,12
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Rape,2023, 1 
LIZADA,RAPE,2023,3
SAN ISIDRO,RAPE,2023,1
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",RAPE, 2023 ,10
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,10
 GUMITAN  ,RAPE,2023,8
SUAWAN (TULI),RAPE,2023,9
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2023,12
BUDA,RAPE,2023, 1 
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023, 7 
LACSON,RAPE,2023, 10 
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",rape,2023, 3 
"WAAN (BRGY UNDER ps 13, DCPO)",RAPE,2023,10
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,3
" BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)  ",RAPE,2023,6
DALIAO,rape,2023,8
 TALOMO RIVER  ,rape,2023,2
TUNGKALAN,RAPE,2023,1
BAO JOAQUIN,RAPE,2023,10
MINTAL,RAPE,2023,8
SANTO NINO,rape,2023,12
 74-A (MATINA CROSSING)  ,RAPE,2023,5
BUDA,RAPE,2023,8
BARANGAY 23-C,RAPE,2023,12
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023,9
 TALOMO (POB.)  ,RAPE,2023, 12 
MAHAYAG,RAPE,2023,8
BANTOL,RAPE,2023,11
TORIL (POB.),RAPE,2023,7
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2023,1
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",rape,2023,9
SIRIB,RAPE,2023, 8 
PAMPANGA,RAPE,2023,5
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",RAPE,2023,12
BARANGAY 17-B,rape,2023, 10 
WANGAN,RAPE,2023,12
SUBASTA,RAPE, 2023 ,2
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2023, 4 
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",RAPE, 2023 ,11
MAPI-ILA,RAPE,2023, 1 
BARANGAY 2-A (POB.),RAPE,2023,10
BARANGAY 38-D (OB.),RAPE,2023,10
MAGSAYSAY,rape,2023, 7 
COMMUNAL,RAPE,2023,6
BINUGAO,RAPE, 2023 ,7
SUAWAN (TULI),RAPE,2023,12
BARANGAY 28-C,RAPE,2023,8
BARANGAY 39-D (POB.),RAPE, 2023 ,7
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",ROBBERY,2023,3
TUNGKALAN,ROBBERY, 2023 ,10
"MANDUG (BRGY UNDER PS 13, DCPO)",ROBBERY,2023,7
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",ROBBERY,2023,11
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2023,12
BARANGAY 3-A (POB.),ROBBERY,2023,9
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",ROBBERY,2023,4
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",ROBBERY,2023,6
ULAS ,ROBBERY,2023,7
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",robbery,2023,11
PAQUIBATO (POB.),ROBBERY,2023,10
TUNGKALAN,ROBBERY,2023,2
TAMBOBONG,ROBBERY,2023,11
 PANACAN  ,ROBBERY, 2023 ,8
SAN ISIDRO,ROBBERY,2023,2
MALABOG,ROBBERY,2023,5
BARANGAY 13-B,ROBBERY,2023,8
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2023,4
SALAPAWAN,ROBBERY,2023,9
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",Robbery, 2023 ,6
BANGKAS HEIGHTS,ROBBERY,2023,2
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",Robbery,2023, 8 
BARANGAY 11-A,ROBBERY,2023, 8 
ALFONSO ANGLIONGTO SR,ROBBERY,2023,4
SAN ISIDRO,ROBBERY,2023,5
PANALUM,ROBBERY,2023,2
SALOY,ROBBERY,2023, 1 
76-A (BUCANA),ROBBERY,2023,3
76-A BUCANA,ROBBERY,2023,2
LAMANAN,ROBBERY,2023,10
 COMMUNAL  ,robbery, 2023 ,7
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",robbery,2023,9
CALINAN (POB.),robbery,2023,9
SASA,ROBBERY,2023,8
SALOY,ROBBERY,2023,6
BARANGAY 37-D,Robbery,2023,12
 BARANGAY 13-B  ,ROBBERY,2023, 5 
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",ROBBERY,2023,9
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",robbery,2023,11
LASANG,ROBBERY,2023,2
MALAGOS,ROBBERY,2023,7
TORIL (POB.),ROBBERY,2023,2
MATINA PANGI,THEFT,2023, 11 
" BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)  ",THEFT,2023,10
TACUNAN,THEFT,2023,12
 WINES  ,THEFT,2023,11
BARANGAY 5-A (POB.),THEFT,2023,11
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",THEFT,2023,6
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2023,6
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2023,12
40-D BOLTON ISLA,THEFT,2023, 7 
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2023,5
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",THEFT,2023,3
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2023,4
40-D BOLTON ISLA,THEFT,2023,10
" MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)  ",THEFT,2023,10
"WAAN (BRGY UNDER ps 13, DCPO)",THEFT,2023,2
GUMITAN,THEFT,2023,1
BANGKAS HEIGHTS,THEFT,2023,10
74-A (MATINA CROSSING),THEFT,2023,5
" TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)  ",THEFT,2023,9
 TALOMO RIVER  ,THEFT, 2023 ,12
 BARANGAY 28-C  ,THEFT,2023,7
BANGKAS HEIGHTS,THEFT,2023,10
BARANGAY 23-C,THEFT,2023,12
GUMALANG,THEFT,2023,9
BANTOL,THEFT,2023,2
BUNAWAN (POB.),THEFT,2023,1
BARANGAY 5-A (POB.),THEFT,2023,4
BARANGAY 22-C,THEFT,2023,9
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2023,6
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2023, 1 
" CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)  ",THEFT,2023,10
CAWAYAN,THEFT,2023,4
SALAPAWAN,THEFT,2023,5
 BAYABAS  ,THEFT,2023,12
CATALUNAN GRANDE,THEFT,2023,10
ALAMBRE,THEFT,2023,12
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2023,11
 CARMEN  ,THEFT,2023,7
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2023,9
 MAHAYAG  ,THEFT,2023,6
TAMAYONG,THEFT,2023,6
" BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT, 2023 ,1
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2023,10
BUHANGIN (POB.),THEFT,2023,5
BARANGAY 18-B,THEFT,2023,1
 CARMEN  ,THEFT,2023,10
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2023,11
" BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)  ",THEFT,2023,5
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT, 2023 ,12
BARANGAY 5-A (POB.),THEFT,2023,10
CABANTIAN,THEFT,2023,1
BUDA,THEFT,2023,7
COMMUNAL,THEFT,2023,2
TAMUGAN,THEFT,2023, 8 
TUNGKALAN,THEFT,2023,9
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",THEFT,2023,8
74-A (MATINA CROSSING),THEFT,2023,1
BARANGAY 26-C,THEFT,2023,12
BARANGAY 18-B,THEFT,2023,9
ALAMBRE,THEFT,2023,3
BARANGAY 2-A (POB.),theft,2023, 7 
BAGO OSHIRO,THEFT, 2023 , 3 
MULIG,THEFT,2023,8
BARANGAY 18-B,CARNAPPING_MC,2023,3
40-D BOLTON ISLA,CARNAPPING_MC,2023,11
SALAPAWAN,carnapping_mc,2023,5
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",CARNAPPING_MC, 2023 ,2
 SUAWAN (TULI)  ,CARNAPPING_MC,2023,10
" SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)  ",MURDER, 2024 ,2
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",Murder,2024,3
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",MURDER,2024,3
CATALUNAN GRANDE,MURDER,2024,12
BAGANIHAN,MURDER,2024,9
WINES,murder,2024,5
76-A BUCANA,MURDER,2024,2
"ACACIA (BRGY UNDER PS 13, DCPO)",MURDER,2024,8
GUMALANG,MURDER,2024,7
ILANG,MURDER,2024,11
CABANTIAN,MURDER,2024,7
MAHAYAG,MURDER,2024,5
BARANGAY 39-D (POB.),murder, 2024 ,12
GUMALANG,murder,2024,10
"INDANGAN (BRGY UNDER PS 13, DCPO)",murder,2024,4
MAGSAYSAY,MURDER, 2024 ,2
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",MURDER,2024,12
TIGATTO,MURDER,2024,7
BAGUIO PROPER,MURDER,2024,5
 EDEN  ,MURDER,2024,10
 TALOMO RIVER  ,MURDER,2024,9
"INDANGAN (BRGY UNDER PS 13, DCPO)",MURDER,2024,5
 GUMALANG  ,MURDER, 2024 ,2
76-A (BUCANA),MURDER,2024,6
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",MURDER, 2024 ,8
MABUHAY,MURDER,2024,10
BARANGAY 18-B,MURDER,2024, 12 
LACSON,MURDER,2024,6
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",MURDER,2024,10
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",MURDER,2024,6
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",MURDER,2024,1
CALINAN (POB.),murder,2024,2
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",homicide,2024,12
SIRIB,Homicide,2024,11
BARANGAY 23-C,HOMICIDE,2024,9
TACUNAN,HOMICIDE,2024,10
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",HOMICIDE, 2024 ,4
GUMITAN,HOMICIDE,2024,4
 SASA  ,homicide,2024,9
 FATIMA (BENOWANG)  ,HOMICIDE,2024,8
BUHANGIN (POB.),HOMICIDE,2024,2
 EDEN  ,physical injuries,2024,9
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2024,1
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",physical injuries,2024,7
BARANGAY 27-C,physical injuries,2024,7
SALAYSAY,PHYSICAL INJURIES,2024,4
BARANGAY 32-D,PHYSICAL INJURIES,2024,11
MINTAL,PHYSICAL INJURIES,2024,8
BARANGAY 5-A (POB.),PHYSICAL INJURIES,2024,2
SUBASTA,PHYSICAL INJURIES,2024,7
ALFONSO ANGLIONGTO SR,physical injuries,2024,3
 PAMPANGA  ,PHYSICAL INJURIES,2024,12
TALOMO RIVER,PHYSICAL INJURIES,2024,8
74-A (MATINA CROSSING),PHYSICAL INJURIES,2024,8
BAYABAS,PHYSICAL INJURIES,2024,5
TAMAYONG,PHYSICAL INJURIES,2024,7
SUAWAN (TULI),PHYSICAL INJURIES,2024,11
TUNGKALAN,PHYSICAL INJURIES,2024,3
BARANGAY 37-D,PHYSICAL INJURIES,2024,1
MAHAYAG,PHYSICAL INJURIES,2024,9
RIVERSIDE,PHYSICAL INJURIES, 2024 ,8
BARANGAY 28-C,PHYSICAL INJURIES,2024,11
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2024,3
BUHANGIN (POB.),PHYSICAL INJURIES,2024,12
76-A (BUCANA),PHYSICAL INJURIES,2024,6
WINES,PHYSICAL INJURIES,2024,8
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2024,4
TAPAK,PHYSICAL INJURIES,2024,6
 BARANGAY 37-D  ,PHYSICAL INJURIES,2024,6
BINUGAO,PHYSICAL INJURIES,2024,12
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2024,12
TUGBOK (POB.),PHYSICAL INJURIES,2024,7
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",PHYSICAL INJURIES,2024,2
BARANGAY 22-C,PHYSICAL INJURIES,2024,12
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2024, 6 
"ACACIA (BRGY UNDER PS 13, DCPO)",PHYSICAL INJURIES,2024,12
BARANGAY 5-A (POB.),PHYSICAL INJURIES,2024,11
LASANG,physical injuries, 2024 , 2 
 BAYABAS  ,PHYSICAL INJURIES,2024,12
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",PHYSICAL INJURIES,2024,5
MATINA PANGI,PHYSICAL INJURIES,2024,4
MALAGOS,PHYSICAL INJURIES,2024,5
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",PHYSICAL INJURIES,2024,2
BUNAWAN (POB.),PHYSICAL INJURIES, 2024 ,12
TAMAYONG,PHYSICAL INJURIES,2024,5
74-A (MATINA CROSSING),PHYSICAL INJURIES,2024,1
40-D BOLTON ISLA,PHYSICAL INJURIES,2024, 7 
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",physical injuries,2024,6
FATIMA (BENOWANG),PHYSICAL INJURIES,2024,4
GUMALANG,PHYSICAL INJURIES, 2024 ,1
BARANGAY 28-C,PHYSICAL INJURIES,2024,8
BARANGAY 28-C,PHYSICAL INJURIES,2024,7
SUBASTA,PHYSICAL INJURIES,2024,4
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",PHYSICAL INJURIES,2024,1
MABUHAY,PHYSICAL INJURIES,2024,9
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",PHYSICAL INJURIES,2024,7
BAO JOAQUIN,PHYSICAL INJURIES,2024,12
BARANGAY 39-D (POB.),Physical Injuries,2024,12
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",physical injuries,2024,1
SALOY,PHYSICAL INJURIES,2024,4
TUGBOK (POB.),PHYSICAL INJURIES,2024,2
BAO JOAQUIN,PHYSICAL INJURIES,2024,4
" ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)  ",PHYSICAL INJURIES,2024,9
BARANGAY 27-C,PHYSICAL INJURIES,2024, 6 
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",PHYSICAL INJURIES,2024,10
TAMBOBONG,physical injuries,2024, 6 
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",PHYSICAL INJURIES,2024,12
BAYABAS,physical injuries,2024,7
BARANGAY 26-C,PHYSICAL INJURIES,2024,5
GUMITAN,PHYSICAL INJURIES,2024,8
EDEN,PHYSICAL INJURIES,2024,11
 BARANGAY 13-B  ,PHYSICAL INJURIES,2024,12
TALOMO (POB.),PHYSICAL INJURIES,2024,1
"INDANGAN (BRGY UNDER PS 13, DCPO)",PHYSICAL INJURIES,2024,4
BARANGAY 2-A (POB.),PHYSICAL INJURIES,2024,12
 76-A BUCANA  ,physical injuries,2024,11
BARANGAY 22-C,PHYSICAL INJURIES,2024,11
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",RAPE, 2024 ,9
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",RAPE, 2024 ,5
TALOMO RIVER,RAPE,2024,11
NEW VALENCIA,RAPE,2024,11
MATINA PANGI,Rape,2024, 10 
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2024,5
GUMALANG,RAPE,2024, 12 
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2024,8
BAO JOAQUIN,RAPE,2024,12
 BARANGAY 37-D  ,rape,2024,6
LACSON,RAPE,2024,12
 SUAWAN (TULI)  ,Rape,2024,4
SALUMAY,RAPE,2024,11
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,10
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024, 12 
SALAYSAY,RAPE,2024, 4 
DALIAO,RAPE,2024,11
SUBASTA,RAPE,2024,9
TAMAYONG,rape,2024,6
ALAMBRE,RAPE,2024,9
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",Rape,2024,5
 MAPI-ILA  ,RAPE,2024,3
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2024,4
BANGKAS HEIGHTS,RAPE,2024, 8 
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2024,11
WINES,RAPE,2024,9
BARANGAY 5-A (POB.),RAPE,2024,4
MAPI-ILA,RAPE,2024,11
BARANGAY 5-A (POB.),RAPE, 2024 , 8 
SIRIB,rape,2024, 6 
" LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)  ",RAPE,2024,6
VICENTE HIZON SR.,RAPE,2024,6
PAMPANGA,RAPE, 2024 ,1
CAWAYAN,rape,2024,3
TAMAYONG,RAPE,2024,2
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2024,5
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2024,3
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,12
BARANGAY 17-B,RAPE,2024,9
SUAWAN (TULI),RAPE,2024, 3 
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",rape,2024,12
76-A BUCANA,RAPE,2024,2
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,12
" BALIOK (BRGY IS NOW UNDER PS 17, DCPO)  ",RAPE,2024,12
BUNAWAN (POB.),rape,2024,10
BARANGAY 22-C,RAPE,2024,8
CAWAYAN,RAPE,2024,10
 BARANGAY 17-B  ,RAPE,2024,2
BARANGAY 28-C,RAPE,2024,8
MATINA PANGI,RAPE,2024,12
 PANALUM  ,RAPE,2024,11
CABANTIAN,RAPE,2024,9
TIBUNGCO,RAPE,2024,1
SUBASTA,RAPE,2024,11
CARMEN,RAPE,2024,4
BARANGAY 14-B,RAPE,2024, 9 
" MATINA APLAYA (BRGY UNDER PS 15, DCPO)  ",RAPE, 2024 ,3
40-D BOLTON ISLA,Rape,2024,3
TALOMO (POB.),RAPE,2024,9
MARILOG,RAPE, 2024 ,6
BARANGAY 13-B,RAPE,2024,8
CARMEN,rape,2024,1
BINUGAO,RAPE,2024,2
TUGBOK (POB.),rape,2024,9
BARANGAY 17-B,RAPE,2024,1
TIBUNGCO,RAPE,2024,1
ILANG,RAPE,2024,5
PANALUM,RAPE,2024,7
TAPAK,RAPE, 2024 ,11
SAN ISIDRO,RAPE,2024,9
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",RAPE,2024,3
40-D BOLTON ISLA,RAPE,2024, 8 
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2024,6
LACSON,RAPE,2024,4
 BAYABAS  ,RAPE,2024, 10 
 BAYABAS  ,RAPE,2024,9
 BARANGAY 11-A  ,rape,2024,8
74-A (MATINA CROSSING),RAPE,2024, 4 
